cod_postal,city,latitude,longitude
08358,Arenys De Munt,41.6142,2.5397
08360,Canet De Mar,41.5905,2.5812
08370,Calella,41.6168,2.6691
08380,Malgrat De Mar,41.6466,2.7413
08389,"Palafolls, Sant Genis De Palafolls",41.654849999999996,2.7321
08391,Tiana,41.4796,2.2675
08393,Caldes D'Estrac,41.5667,2.5333
08394,Sant Vicenç De Montalt,41.5785,2.5088
08395,Sant Pol De Mar,41.6018,2.6174
08397,Pineda De Mar,41.6276,2.6889
08400,Granollers,41.608,2.2877
08401,Granollers,41.6068,2.2866
08402,Granollers,41.6219,2.295
08403,Granollers,41.6143,2.2808
08410,"Vilanova Del Valles, Valldoriolf (Vilanova Del Valles)",41.5534,2.2858
08420,"Canovelles, Can Diviu, Barriada Nova, Can Duran",41.6197,2.27785
08430,"Valldoriolf (La Roca Del Valles), Santa Agnes De Malanyanes (La Roca), La Roca Del Valles",41.5833,2.3333
08440,Cardedeu,41.6394,2.3741
08450,"Llinars Del Valles, Sanata (Llinars Del Valles), Collsabadell",41.6333,2.4
08459,Sant Antoni De Vilamajor,41.6667,2.4
08470,Sant Celoni,41.6859,2.4814
08480,"El Pinar I El Portus, Ametlla Del Valles, L'",41.6641,2.345
08490,Tordera,41.6975,2.7179
08500,Vic,41.939,2.2454
08504,"Sant Julia De Vilatorta, Font De'N Titus (Calldetenes), Sant Sadurni D'Osormort",41.91573333333333,2.3305333333333333
08512,Sant Hipolit De Voltrega,42.0141,2.2402
08519,"Tavernoles, Vilanova De Sau, Folgueroles",41.94756666666667,2.342333333333333
08520,"Llerona (Franqueses Del Valles, Les), Marata (Franqueses Del Valles, Les), Corro D'Avall (Franqueses Del Valles, Les), Corro D'Amunt (Franqueses Del Valles, Les)",41.6473,2.2979
08530,La Garriga,41.6829,2.2861
08540,Centelles,41.7971,2.2217
08551,Tona,41.8504,2.2283
08553,Seva,41.8368,2.2817
08560,Manlleu,42.0033,2.2846
08570,Torello,42.0463,2.2668
08591,Aiguafreda,41.78,2.2458
08600,"Berga, El Poligon De La Valldan",42.1027,1.84595
08610,"Avia, Cal Rosal (Avia)",42.0667,1.85
08620,Sant Vicenç Dels Horts,41.3932,2.0069
08629,Torrelles De Llobregat,41.35,1.9833
08630,"Abrera, Santa Maria De Vilalba",41.518100000000004,1.90125
08640,Olesa De Montserrat,41.5437,1.8941
08670,Navas,41.9,1.8776
08692,Puig-Reig,41.9667,1.8833
08700,Igualada,41.5833,1.6191
08710,"Santa Margarida De Montbui A-Antiguo, Santa Margarida De Montbui",41.55,1.6167
08720,"El Moli D'En Rovira, Salines, Les, Perepau, Vilafranca Del Penedes",41.35,1.7
08740,Sant Andreu De La Barca,41.4466,1.9719
08750,"Vallpineda, Santa Creu D'Olorda, Sant Bartomeu De La Quadra, Molins De Rei",41.4231,2.032575
08758,"Inter-Club (Vallirana), Cervello, Costa De La Perdiu (Cervello), Can Roig (Cervello), Puigmontmany (Cervello)",41.3959,1.9591999999999998
08759,Vallirana,41.3894,1.9339
08760,Martorell,41.4771,1.9221
08770,"Espiells, Can Catassus, Can Benet De La Prua, Sant Sadurni D'Anoia, Monistrol D'Anoia",41.43468,1.79298
08780,Palleja,41.4239,1.995
08783,Masquefa,41.5012,1.8142
08784,"Sant Jaume Sesoliveres, La Fortesa, Piera, El Badorc",41.492425,1.754175
08786,Capellades,41.5348,1.6826
08788,Vilanova Del Cami,41.5716,1.6375
08790,"Gelida, Sant Salvador",41.4482,1.8652
08800,Vilanova I La Geltru,41.2239,1.7251
08810,"Sant Pere De Ribes, Puigmolto",41.2583,1.7677999999999998
08812,"Vilanoveta, El Mas D'En Serra, Roquetes, Les (Sant Pere De Ribes)",41.2564,1.7626333333333333
08820,"El Prat De Llobregat, El Aeroport Del Prat",41.3278,2.0947
08830,Sant Boi De Llobregat,41.3436,2.0366
08840,Viladecans,41.3173,2.0124
08850,Gava,41.3061,2.0012
08860,"Castelldefels, Garraf Ii (Sitges) (Urbanitzacio), Rat Penat (Sitges) (Urbanitzacio), Botigues De Sitges, Les (Sitges)",41.242325,1.843425
08870,Sitges,41.2446,1.7962
08901,"Hospitalet De Llobregat, L'",41.4301,2.1925
08902,"Hospitalet De Llobregat, L'",41.4301,2.1925
08903,"Hospitalet De Llobregat, L'",41.4301,2.1925
08904,"Hospitalet De Llobregat, L'",41.4301,2.1925
08905,"Hospitalet De Llobregat, L'",41.4301,2.1925
08906,"Hospitalet De Llobregat, L'",41.4301,2.1925
08908,"Hospitalet De Llobregat, L'",41.4301,2.1925
08910,Badalona,41.45,2.2474
08911,Badalona,41.4519,2.2517
08912,Badalona,41.4451,2.2412
08913,Badalona,41.4344,2.2156
08914,Badalona,41.4458,2.2197
08915,Badalona,41.4611,2.2461
08917,Badalona,41.4518,2.2302
08921,Santa Coloma De Gramenet,41.4515,2.2081
08922,Santa Coloma De Gramenet,41.4515,2.2081
08924,Santa Coloma De Gramenet,41.4515,2.2081
08930,Sant Adria De Besos,41.4307,2.2186
08940,Cornella De Llobregat,41.35,2.0833
08950,Esplugues De Llobregat,41.3773,2.0881
08970,Sant Joan Despi,41.3667,2.0667
08980,Sant Feliu De Llobregat,41.3833,2.05
09001,Burgos,42.3378,-3.7188
09002,Burgos,42.337,-3.6929
09003,Burgos,42.3429,-3.7082
09004,Burgos,42.3436,-3.6933
09005,Burgos,42.348,-3.6971
09006,Burgos,42.3558,-3.6834
09007,Burgos,42.3537,-3.6637
09197,"Villanueva De Rio Ubierna, Quintanadueñas, Villarmero, Sotragero",42.405950000000004,-3.7228
09200,"Azucarera Leopoldo, Miranda De Ebro",42.6916,-2.9371
09240,Briviesca,42.5516,-3.3234
09300,Roa,41.6966,-3.9291
09400,Aranda De Duero,41.6704,-3.6892
09500,Medina De Pomar,42.9294,-3.488
09550,Villarcayo,42.9374,-3.573
09560,Espinosa De Los Monteros,43.0775,-3.5536
09600,Salas De Los Infantes,42.0224,-3.2863
10001,Caceres,39.4765,-6.3722
10002,Caceres,39.4765,-6.3722
10005,Caceres,39.4765,-6.3722
10100,Miajadas,39.1497,-5.9097
10200,Trujillo,39.4592,-5.8802
10300,Navalmoral De La Mata,39.8916,-5.5406
10400,Jaraiz De La Vera,40.06,-5.7543
10500,Valencia De Alcantara,39.4115,-7.2443
10529,Majadas,39.9426,-5.7466
10600,Plasencia,40.0337,-6.0876
10630,"Pinofranqueado, Pedro Muñoz",40.2965,-6.33315
10700,Hervas,40.2708,-5.8672
10840,Moraleja,40.0669,-6.659
10910,Malpartida De Caceres,39.4466,-6.5076
10950,Brozas,39.6119,-6.7776
11004,Cadiz,36.5298,-6.2947
11007,Cadiz,36.5298,-6.2947
11008,Cadiz,36.5298,-6.2947
11010,Cadiz,36.5298,-6.2947
11011,Cadiz,36.5298,-6.2947
11012,Cadiz,36.5298,-6.2947
11100,"San Fernando, Poligono Tres Caminos (San Fernando)",36.469800000000006,-6.199450000000001
11130,"Campano, Chiclana De La Frontera, Pago Del Humo",36.37833333333333,-6.1179
11140,Conil De La Frontera,36.2772,-6.0885
11149,"Fuente Del Gallo, Barrio Nuevo, El Colorado, La Fontanilla, Roche",36.301939999999995,-6.12958
11160,"Barbate, Sierra De Retin",36.19195,-5.9209499999999995
11170,"Los Hardales, Los Alburejos, Huelvacar, Las Algamitas, Charco Dulce, Medina Sidonia, La Canaleja",36.4569,-5.9272
11180,"El Picacho, Alcala De Los Gazules",36.3409,-6.0451
11201,Algeciras,36.1301,-5.4485
11202,Algeciras,36.1371,-5.4516
11203,Algeciras,36.1308,-5.4582
11204,Algeciras,36.1448,-5.4612
11205,Algeciras,36.1577,-5.4515
11207,Algeciras,36.1091,-5.4465
11300,La Linea De La Concepcion,36.1681,-5.3478
11360,San Roque,36.2112,-5.3865
11370,"Los Barrios, Benharas",36.18495,-5.49155
11380,"La Costa, Tarifa, Los Zorrillos, La Peña, Casas De Porro, Valdevaqueros, Paloma Baja, Pedro Valiente, Puertollano, Cañada De La Jara",36.08061,-5.63191
11401,Jerez De La Frontera,36.6865,-6.1361
11402,Jerez De La Frontera,36.6865,-6.1361
11403,Jerez De La Frontera,36.6865,-6.1361
11404,Jerez De La Frontera,36.6865,-6.1361
11405,Jerez De La Frontera,36.6865,-6.1361
11406,Jerez De La Frontera,36.6865,-6.1361
11407,Jerez De La Frontera,36.6865,-6.1361
11408,"Sierra San Cristobal (Jerez De La Frontera), Sierra San Cristobal (Puerto De Santa Maria), Jerez De La Frontera, El Portal",36.650675,-6.1594999999999995
11500,"Doña Blanca-Poblado, Valdelagrana, El Puerto De Santa Maria, Berben, Poligono Industrial El Palmar, Poligono Industrial Salinas De San Jose",36.59493333333333,-6.219733333333333
11510,"Las Canteras, Puerto Real",36.52935,-6.18945
11520,"Rincones, El Bercial, Las Meloneras, Rota, Las Brevas",36.669,-6.36808
11540,"La Jara, Bonanza, Sanlucar De Barrameda",36.776133333333334,-6.361433333333333
11550,Chipiona,36.7338,-6.4322
11560,Trebujena,36.8701,-6.175
11591,"Guadalcacin, Jerez De La Frontera",36.6865,-6.1361
11600,Ubrique,36.6755,-5.4454
11630,"El Concejo, Los Barrancos, Toronjil, La Sierpe, El Yugo, Las Abiertas, Vallejas, Abrajanejo, La Garrapata, Arcos De La Frontera, Fuensanta",36.72711818181818,-5.804036363636364
11640,Bornos,36.8161,-5.7436
11693,Alcala Del Valle,36.9045,-5.1724
12001,Castellon De La Plana/Castello De La Pla,40.2108,0.0272
12002,Castellon De La Plana/Castello De La Pla,40.2108,0.0272
12003,Castellon De La Plana/Castello De La Pla,40.2108,0.0272
12004,Castellon De La Plana/Castello De La Pla,40.2108,0.0272
12005,Castellon De La Plana/Castello De La Pla,40.2108,0.0272
12006,Castellon De La Plana/Castello De La Pla,40.2108,0.0272
12100,"Castellon De La Plana/Castello De La Pla, El Grau De Castello/Grao",40.0439,-0.014300000000000002
12110,"Alcora, L'",40.0667,-0.2
12192,Vilafames,40.1167,-0.05
12194,"Montalba, Vall D'Alba",40.1642,-0.024800000000000003
12200,Onda,39.9644,-0.2626
12300,Morella,40.6189,-0.1
12400,Segorbe,39.8508,-0.4881
12500,Vinaros,40.4703,0.4756
12520,Nules,39.8531,-0.1575
12530,"Alquerias De Santa Barbara, Alquerias Santa Barbara, Burriana",39.889,-0.085
12540,Vila-Real/Villarreal,39.9333,-0.1
12550,Almazora/Almassora,39.95,-0.05
12580,Benicarlo,40.4165,0.4271
12590,Almenara,39.7536,-0.224
12594,Oropesa/Oropesa Del Mar,40.1,0.15
12596,"Torrenostra, Torreblanca",40.20745,0.21
12600,La Vall D'Uixo,39.8333,-0.2667
13001,Ciudad Real,38.9836,-3.9288
13002,Ciudad Real,38.984,-3.9369
13003,Ciudad Real,38.9906,-3.9272
13004,Ciudad Real,38.9824,-3.9223
13005,Ciudad Real,38.9828,-3.9292
13100,Piedrabuena,39.0349,-4.1755
13170,Miguelturra,38.9646,-3.8899
13200,"Manzanares, Herrera De La Mancha",38.99925,-3.3709
13230,Membrilla,38.9723,-3.3437
13240,La Solana,38.9428,-3.2366
13250,Daimiel,39.0701,-3.6123
13260,Bolaños De Calatrava,38.9069,-3.6635
13270,Almagro,38.8892,-3.7119
13300,Valdepeñas,38.7613,-3.3848
13320,Villanueva De Los Infantes,38.7367,-3.0122
13350,Moral De Calatrava,38.8299,-3.5781
13420,Malagon,39.1667,-3.8542
13500,Puertollano,38.688,-4.107
13600,Alcazar De San Juan,39.3901,-3.2083
13610,Campo De Criptana,39.4046,-3.1249
13620,Pedro Muñoz,39.4015,-2.9468
13630,Socuellamos,39.2858,-2.7921
13640,Herencia,39.3674,-3.3548
13670,Villarrubia De Los Ojos,39.2208,-3.608
13700,Tomelloso,39.1574,-3.0191
13710,Argamasilla De Alba,39.1292,-3.0925
13730,Santa Cruz De Mudela,38.6424,-3.4665
13770,Viso Del Marques,38.5221,-3.5635
14001,Cordoba,37.8916,-4.7727
14002,Cordoba,37.8916,-4.7727
14003,Cordoba,37.8916,-4.7727
14004,Cordoba,37.8916,-4.7727
14005,"Veredon De Los Pinos (Cordoba), Terrenos Del Castillo (Cordoba), Cordoba, Abejorreras (Cordoba), Golondrina, La (Cordoba), Alcaide, El (Cordoba) (Nucleo), Aguilarejo Alto Y Bajo (Cordoba) (Nucleo), Alameda Del Obispo (Cordoba), Gorgoja, La (Cordoba), Llanos Del Castillo (Cordoba), Pitas, Las (Cordoba), Santa Clara (Cordoba), Moroqui (Cordoba), Fontanar De Quintos (Cordoba)",37.8916,-4.7727
14006,Cordoba,37.8916,-4.7727
14007,Cordoba,37.8916,-4.7727
14008,Cordoba,37.8916,-4.7727
14009,Cordoba,37.8916,-4.7727
14010,"Cordoba, Huerta De La Cruz (Cordoba), Arenal, El (Cordoba), Camino Lope Garcia (Cordoba), Camino Carbonell (Cordoba)",37.8916,-4.7727
14011,"Hornillo, El (Cordoba), Castillo De La Albaida (Cordoba), Gitana, La (Cordoba), Cordoba, Casilla Del Aire (Santa Maria De Trassierra)",37.91242,-4.828
14013,Cordoba,37.8916,-4.7727
14014,"Universidad Laboral (Cordoba), Quemadillas, Las (Cordoba)--Denominacion Popular;No Oficial--, Cordoba, Pedroches (Cordoba) (Nucleo), Las Corralijas, Peñatejada (Cordoba) (Urbanizacion), Campiñuela Baja (Cordoba), Torreblanca (Cordoba), Doña Manuela (Cordoba)",37.89641111111111,-4.771777777777778
14100,"La Paz, Algarbes, El Rinconcillo, El Garabato, Monte Alto, La Carlota",37.65705,-4.93065
14120,Fuente Palmera,37.7051,-5.0999
14280,"Cachiporro, Santa Clara (Belalcazar), Madroñiz, Dehesa De Las Alcantarillas, Chaparral, Belalcazar",38.5757,-5.1665
14350,"Cerro Muriano (Nucleo), Cordoba",37.8916,-4.7727
14400,Pozoblanco,38.3781,-4.849
14440,Villanueva De Cordoba,38.3228,-4.6287
14500,"Puente Genil, Cordobilla, El Rabanal, Majada Vieja",37.374225,-4.7482
14520,Fernan-Nuñez,37.6704,-4.7264
14540,La Rambla,37.6079,-4.7378
14546,Santaella,37.5626,-4.8444
14548,Montalban De Cordoba,37.58,-4.7494
14550,"La Salud, Sierra O Buenavista (Montilla), Cortijo Blanco, Cerro Del Humo, San Francisco, La Zarza, Llano Del Mesto, Carchena, Vereda De Cerro Macho, Riofrio, Jarata, Montilla",37.55484166666667,-4.635775
14600,"Madroñal, Huertos Familiares San Fernando, Estacion, La (Montoro), Casillas De Velasco, Torrecilla, Santa Brigida, Nava, Charco Del Novillo, Montoro, Campiña",38.19941,-3.12087
14640,Villa Del Rio,37.9811,-4.29
14650,"Maria Aparicio, Bujalance, Dehesa De Potros, La Cruz, Los Leones",37.89544,-4.38068
14700,"Chalets Baldio, El Pizon, Chalets La Algaba, Casas De Huertas Arriel, Arriel, El Calonge, La Chirritana, Chalets Acebuchal, La Barqueta, Barriada Estacion (Palma Del Rio), Vega De Santa Lucia, Pimentada, La Graja, Carrascal, El (Palma Del Rio), La Jara, Casas De Huertas El Rincon, Pedro Diaz, Veredon El Mohino, Palma Del Rio, Casas De Huertas Pedro Diaz, El Rincon",37.7002,-5.2812
14710,"Majaneque, Real Soriana (Villarrubia) (Vereda), Villarrubia (Villarrubia) (Nucleo), Barquera, La (Villarrubia)",37.84655,-4.896225
14800,"Navasequilla, Priego De Cordoba, Jaula, Las Navas, El Salado, Los Prados",37.4394,-4.195533333333333
14850,"Sierra, La (Baena), Baena, Aladid, Palomarejo, Manosalva",37.61668,-4.32308
14900,"Las Vegas, Molino Navajas-El Zarpazo, Lucena, Arroyuelos (Lucena), Cristo Marroqui, Los Santos, Anjaron, Campo De Aras, Martin Gonzalez",37.40737777777778,-4.4862
14920,Aguilar De La Frontera,37.5148,-4.6572
14940,"Cabra, La Alcantarilla, El Martinete, Estacion, La (Cabra), La Benita, Los Llanos, Cid Toledo, Piedras De Varo, Ermita De La Esperanza, Huertas Bajas De Cabra, Ermita Virgen De La Sierra, La Alcaidia, Los Aranda",37.39257692307692,-4.248884615384616
14960,"Rute, Morales, Los (Rute), Pantano (Rute), Isla Baja, El Vadillo, Fuente De Las Cañas, Isla Alta, Rio Anzur",37.326875,-4.3683749999999995
15001,A Coruña,43.3718,-8.3958
15002,A Coruña,43.3779,-8.4012
15003,A Coruña,43.3697,-8.4031
15004,A Coruña,43.3654,-8.4101
15005,A Coruña,43.3607,-8.4091
15006,A Coruña,43.355,-8.3976
15007,A Coruña,43.3563,-8.4124
15008,"A Coruña, Cabana, A (Coruña, A), San Cristobal Das Viñas, San Vicente De Elviña, Birloque, O, Martinete, O (Viñas), Castro De Elviña (Carretera)",42.514242857142854,-7.892257142857143
15009,"Casanova De Eiris, Monserrat (Avenida), Curramontes, A Coruña",42.862624999999994,-8.10105
15010,"A Coruña, Camiño De Penamoa, San Pedro De Visma (Lugar)",42.70386666666667,-8.0102
15011,A Coruña,43.3701,-8.4233
15100,"Poligono Industrial Bertoa, Carballo",43.21325,-8.6909
15110,"Anllons De Arriba (Anllons - Ponteceso), Langueiron (Ponteceso), Pazos De Arriba (Pazos - Ponteceso), Cores (Ponteceso), Graña (Ponteceso), Cospindo (Ponteceso), Anllons (Ponteceso), Vereda (Santo Eleuterio De Tella-Ponteceso), Nemeño (Ponteceso), Pazos De Abaixo (Pazos - Ponteceso), Corcoesto (Cabana De Bergantiños), Xornes (Ponteceso), Tella (Ponteceso), Niñons (Ponteceso), Gandara (Santa Eleuterio De Tella-Ponteceso), Campara, A (San Martiño De Cores-Ponteceso), Brantuas (Ponteceso), Tallo (Ponteceso), Xornes (Xornes - Ponteceso), Sergude (San Xoan De Xornes-Ponteceso), Pazos (Ponteceso), Bugalleira (Santo Andre De Tallo-Ponteceso), Lestimoño (San Vicenzo De Graña, A-Ponteceso), Carballido (San Vicenzo De Graña,A-Ponteceso), Ponteceso, Couto (Cospindo - Ponteceso), Trabe (Tella - Ponteceso)",43.24974444444444,-8.899981481481483
15142,"Arteixo (Casco Urbano), Pedreira (Arteixo), Rañal (Arteixo), Suevos (Arteixo), Suso (Arteixo), Arteixo (Santiago)",43.224700000000006,-8.6712
15145,"Barreira (Santa Maria De Toras-Laracha), Soandres (San Pedro), Campo (Santa Maria De Toras-Laracha), Leston (San Martiño), Erboedo (Santa Maria), Lendo (San Xian), Golmar (San Bieito), Vilaño (Santiago), Coiro (San Xian), Laracha, A, Cruceiro (San Xian De Lendo-Laracha), Soutullo (Santa Maria), Toras (Santa Maria), Pedreira, A (Caion), Laracha, Botica (Santiago De Vilaño-Laracha), Paiosaco, Estramil, Montemaior (Santa Maria Madalena), Caion (Santa Maria Do Socorro)",43.257099999999994,-8.573065
15147,"Salgueiras (San Mamede De Seavia-Coristanco), Codesido (San Martiño De Oca-Coristanco), Castrobo (Valencia-Coristanco, Mira (San Mamede De Seavia-Coristanco), Cereo (Coristanco), Esfarrapa (Coristanco), Valencia (Coristanco), Xaviña (Coristanco), Erbecedo (Coristanco), Seavia (Coristanco), Oca (Coristanco), Carrizal (Coristanco), San Xusto (Coristanco), Verdes (Coristanco), Castro (Santa Baia-Coristanco), Traba (Coristanco), Riveiro (San Salvador De Erbecedo-Coristanco), Braña (San Salvador De Erbecedo-Coristanco), Cuca (San Xusto-Coristanco), Vilaverde (Santa Maria De Cereo-Coristanco), San Roque (Santa Maria De Traba-Coristanco), Rabadeira (Seavia-Coristanco), Coristanco",43.1872,-8.741395652173912
15160,"Sada, Fontan (Sada), Riobao (Santa Maria De Sada-Sada), Riovao (Sada), Tarabelo (Santa Maria De Sada-Sada), Sadadarriba (Santa Maria De Sada-Sada), Sada (Santa Maria), Pazos (Santa Maria De Sada-Sada), Samoedo",43.34417777777778,-8.264755555555555
15168,"Fortiñon (San Xian De Mondego-Sada), Amexeiral (San Xian De Mondego-Sada), Souto Da Iglesia (San Martiño De Meiras-Sada), Vilar (San Martiño De Meiras-Sada), Piñeiro (San Martiño De Meiras-Sada), Meiras (San Martiño), Mandin, Seijeda (San Xian De Osedo-Sada), Soñeiro (San Xian), Castro, O (Osedo), Castelo (Osedo), Costa (San Xian De Soñeiro-Sada), Mosteiron (San Nicolao), Osedo (San Xian), Mondego (San Xian)",43.33961333333333,-8.28096
15172,"Perillo (Santa Locaia), Pazo Do Rio (Santaia De Lians-Oleiros), Perillo, Pazo Do Rio, O",43.3359,-8.365725000000001
15174,"Castro (Rutis), Portadego, O (Santa Maria De Rutis-Culleredo), Portazgo (Rutis), Corveira, A (Rutis), Rutis-Culleredo, Laxe (Rutis), Vilaboa (Santa Maria De Rutis-Culleredo), Fonteculler, Conduzo, Vigovidin, Rutis (Santa Maria), Silva, A (San Xian De Almeiras-Culleredo), Vigovidin (San Xian De Almeiras-Culleredo), Telva, A (San Xian De Almeiras-Culleredo), Cordeda, Acea Da Ma (Fonteculler)",43.317175,-8.38315
15175,"Cañas (Santa Baia), Coiro (Santo Estevo De Paleo-Carral), Paleo (San Estevo), Vigo (San Vicente), Paraiso (Santo Estevo De Paleo-Carral), Carral, Taramuño (San Vicente De Vigo-Carral)",43.2393,-8.32772857142857
15179,"Espiño (Lians), Ferrala, A (Santaia De Lians-Oleiros), Seixo, O (Lians), Choupana (Santaia De Lians-Oleiros), Franzomel (Lians), Porto De Santa Cruz (Santaia De Lians-Oleiros), Montrove, Coruxo De Arriba, Porto De Santa Cruz, O, Lians (Santaia)",43.33338,-8.35262
15185,"Cima Arriba (Santa Maria De Queixas-Cerceda), Meirama (Santo Andre), Xesteda, Viris (Santa Maria De Queixas-Cerceda), Vilar (San Martiño De Cerceda-Cerceda), Xesteda (Santa Comba), Queixas (Santa Maria), Monte Xalo De Cerceda, Vilar De Queixas, O, Baixa, A (Cerceda), Cerceda (San Martiño), Cerceda, Monte Xalo De Carral",43.198307692307694,-8.436692307692308
15189,"Culleredo, Liñares (Santo Estevo De Culleredo-Culleredo), Toroño (Santo Estevo De Culleredo-Culleredo), Hermida (Culleredo), Culleredo (San Estevo), Tarrio (Santo Estevo De Culleredo-Culleredo)",43.28796666666667,-8.38875
15190,"A Coruña, Feans (Elviña-Coruña, A), Pocomaco (Poligono Industrial)",43.3528,-8.400366666666667
15200,"Noia, Noia (Logrosa)",42.84315,-8.807500000000001
15220,"Bertamirans (Ames), Aldea Nova (Ames), Lapido (San Xoan De Ortoño-Ames), Ortoñiño (San Xoan De Ortoño-Ames), Ortoño (Ames), Tarroeira (San Xoan De Ortoño-Ames)",42.87800000000001,-8.6432
15250,"Muros, Miraflores (Muros), Muros (Muros), Muros (San Pedro), Virxe Do Camiño, A, Campo Das Cortes",42.77610000000001,-9.060033333333333
15256,"San Fins De Eiron (San Fins), Mazaricos, Cuiña (San Fins De San Fins De Eiron-Mazaricos",42.9403,-8.9719
15258,"Espigas-Vilaferreiros (San Mamede De Albores-Mazaricos), Cabanude (Santiago De Arcos-Mazaricos), Vaos, Os (San Tome), Maroñas, As (Santa Mariña), Beba (San Xian), Corzon (San Cristovo), Pazos (San Cosme De Antes-Mazaricos), Picota, A (Mazaricos), Lago (San Xoan De Mazaricos-Mazaricos), Mazaricos (San Xoan), San Cosme De Antes-Mazaricos), Cives (San Salvador De Coluns-Mazaricos), Antes (San Cosme), Coluns ( San Salvador De Coluns-Mazaricos), Arcos (Santiago), Coluns (San Salvador), Albores (San Mamede), Coiro (Santa Maria), Cumbrans (San Cosme De Antes-Mazaricos), Suevos (Santa Maria De Coiro-Mazaricos)",42.8026,-9.0552
15270,"Xallas (Santa Maria De Cee-Cee), Cee (Santa Maria ), Lagarteira (Santa Maria De Cee-Cee), Son (Sant Maria De Cee-Cee), Escabanas (Santa Maria De Cee-Cee), Cee",42.95473333333334,-9.188116666666668
15280,"San Salvador De Bastavales (San Salvador), Soigrexa (Santa Maria Dos Anxeles-Brion), Sabaxans ( San Xulian De Bastavales-Brion), Bastavales (San Xulian), Guitiande (Santa Maria Dos Anxeles-Brion), Anxeles, Os (Santa Maria-Brion), Chave De Ponte (San Xulian De Bastavales-Brion), Alqueidon, Tremo, O (Santa Maria Dos Anxeles-Brion)",42.8245,-8.8491
15287,"Brion De Arriba (San Xoan De Roo-Outes), Roo (San Xoan), Vara (San Cosme De San Cosme De Outeiro-Outes), San Cosme De Outeiro (San Cosme), Tavilo (San Cosme De San Cosme De Outeiro-Outes), Bendimon (San Xoan De Roo-Outes), Brion De Abaixo (San Xoan De Roo-Outes), Rates (San Cosme De San Cosme De Outeiro-Outes), Cruceiro De Roo, O (San Xoan De Roo-Outes), Roo De Abaixo (San Xoan De Roo-Outes), Serantes (San Cosme De San Cosme De Outeiro-Outes)",42.8245,-8.8491
15300,Betanzos,43.2803,-8.2111
15318,"Vilar (San Pedro De Crendes-Abegondo), Vios (San Salvador), Vilacoba (Santo Tome), Presedo (Santa Maria), Cos (San Esteban), Cullergondo (Santa Maria), Meangos (Santiago), Abegondo, Abegondo (Santa Eulalia), Orto (San Martiño), San Marco (Abegondo), Bordelle (Santa Maria De Sarandon-Abegondo), Montouto (Santa Cristina), Crendes (San Pedro), Vizoño (San Pedro), Figueroa (San Miguel), Bordel (Santa Maria De Sarandon-Abegondo), Cerneda (San Salvador), Calle (Santa Maria De Sarandon-Abegondo), Leiro (Santaia), Limiñon (San Salvador), Cabanas (San Xian), Mabegondo (San Tirso), Sarandos (Santa Maria), Vilar (Crendes), Folgoso (Santa Dorotea), Trasiglesia (San Pedro De Crendes-Abegondo), Lamansian (San Tirso De Mabegondo-Abegondo), Penedo (San Tirso De Mabegondo-Abegondo), Monte (San Tirso De Mabegondo-Abegondo)",43.24221333333333,-8.232213333333334
15320,"Pontes De Garcia Rodriguez, As, Pontes, As (Pontes De Garcia Rodriguez), Pontes De Garcia Rodriguez, As (Santa Maria), Pontoibo (Santa Maria De Pontes De Garcia Rodriguez,As)",43.4262,-7.9567
15402,Ferrol,43.4842,-8.2335
15403,Ferrol,43.4866,-8.2261
15404,Ferrol,43.4911,-8.2173
15500,"Sartego (San Salvador De Fene-Fene), Cadavo (San Salvador De Fene-Fene), Perlio, Chamoso (San Salvador De Fene-Fene), Foxas (San Salvador De Fene-Fene), Formosende (San Salvador De Fene-Fene), Torre, A (Perlio), Fene (San Salvador), Ameneiral, O (Perlio), Tellado (San Salvador De Fene-Fene), Fene, Vista Alegre (San Salvador De Fene-Fene), Conces De Baixo, San Valentin ( San Valentin ), San Valentin, Rua Alta, A, Chancas (Santo Estevo De Perlio-Fene), Rua Alta (Santo Estevo De Perlio-Fene), Perlio (Santo Estevo), Foxas (Fene), Centieiras, As, Mundin (Santo Estevo De Perlio-Fene), Casanova (San Salvador De Fene-Fene), Cruceiro, O (Perlio), Torre, A (Santo Estevo De Perlio-Fene), Fraga, A (Santo Estevo De Perlio-Fene)",43.4552,-8.153415384615384
15552,"Valdoviño (Santalla), Valdoviño",43.6057,-8.14035
15570,"Poligono Industrial As Lagoas/Rio Do Pozo, Poligono Industrial A Gandara, Naron",43.51669999999999,-8.1528
15578,"Nelle (Santa Maria De Castro-Naron), Agrande (Santa Maria De Castro-Naron), Pena De Embade (Santa Maria De Castro-Naron), Fraga (San Xiao De Naron-Naron), Naron (San Xiao), Castro (Santa Maria-Naron), Sequeiro (San Xiao De Naron-Naron), Vicas (San Xiao De Naron-Naron)",43.55,-8.1833
15600,"Pontedeume (Santiago), Pontedeume",43.4072,-8.17165
15621,"Cabanas (Santo Andre), Cabanas",43.3963,-8.21295
15630,"Miño, Miño (Santa Maria), Ponte Do Porco (Santa Maria De Miño-Miño), Sombreu",43.35,-8.2
15660,"Cambre, Cambre (Santa Maria), Meixigo, Barcala, A (Cambre)",43.2948,-8.346425
15670,"Acea De Ama (O Burgo), Burgo, O (Santiago), Burgo, O ( O Burgo)",43.3167,-8.3667
15679,"Temple, O (Santa Maria), Temple, O, Graxal, O",43.326433333333334,-8.3367
